Column1,license_893,location,pmcid,pmid,doi,pubdate,source_893,number,text,software,version,ID,curation_label,mention_counts,software_mention_1540,mapped_to_1540,source_45,platform_1540,package_url_1540,description_1540,homepage_url_1540,license_45,github_repo_1540,exact_match_1540,reference_1540,software_mention_692,mapped_to_692,source_871,package_url_692,description_692,github_repo_692,github_repo_license_692,exact_match_692,software_mention_865,mapped_to_865,source_21,platform_865,package_url_865,description_865,homepage_url_865,license_21,github_repo_865,exact_match_865,software_mention_15,mapped_to_15,source_1031,platform_15,package_url_15,description_15,homepage_url_15,license_1031,github_repo_15,exact_match_15,reference_15,software_mention,mapped_to,source_181,package_url,description,homepage_url,other_urls,github_repo,exact_match,RRID,reference,scicrunch_synonyms,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
742,,,,,10.1073/pnas.2023047118,2021,RNA-Seq Analysis.,1,Sequenced reads were quality checked and trimmed using the Trimommatic implementation in KBase (v1,KBase,,SM1726,software,476,,,,,,,,,,,,KBase,KBase,Github API,https://github.com/kingsamchen/KBase,A light-weight base library for C++.,https://github.com/kingsamchen/KBase,MIT,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,comm,comm/Cell_Rep/PMC6856723.nxml,6856723,317221950,10.1016/j.celrep.2019.10.035,2019,Computing individual resolved strains relative abundance,68,"Using Burrows-Wheeler Aligner (BWA) software (Li and Durbin, 2009) with default parameters, the paired reads were mapped to the human genome (version 38) to exclude human contaminant sequences",Aligner (BWA),,SM14629,software,1201,,,,,,,,,,,,Aligner (BWA),SparkBWA,Github API,https://github.com/citiususc/SparkBWA,"SparkBWA is a new tool that exploits the capabilities of a Big Data technology as Apache Spark to boost the performance of one of the most widely adopted sequence aligner, the Burrows-Wheeler Aligner (BWA). ",https://github.com/citiususc/SparkBWA,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,comm,comm/Genome_Biol/PMC6325887.nxml,6325887,306217570,10.1186/s13059-018-1619-6,2019,,20,All data illustrated in a-f were downloaded from modENCODE,modENCODE,,SM28033,software,2723,,,,,,,,,,,,modENCODE,modENCODE,Github API,https://github.com/shaldengeki/modENCODE,Rails app to track progress on sequencing modENCODE transcription factor binding sites.,https://github.com/shaldengeki/modENCODE,,TRUE,,,,,,,,,,,,,,,,,,,,,,modENCODE,modENCODE,SciCrunch API,https://scicrunch.org/browse/resources/SCR_006206,"A comprehensive encyclopedia of genomic functional elements in the model organisms C. elegans and D. melanogaster. modENCODE is run as a Research Network and the consortium is formed by 11 primary projects, divided between worm and fly, spanning the domains of gene structure, mRNA and ncRNA expression profiling, transcription factor binding sites, histone modifications and replacement, chromatin structure, DNA replication initiation and timing, and copy number variation. The raw and interpreted data from this project is vetted by a data coordinating center (DCC) to ensure consistency and completeness. The entire modENCODE data corpus is now available on the Amazon Web Services EC2 cloud. What this means is that virtual machines and virtual compute clusters that you run within the EC2 cloud can mount the modENCODE data set in whole or in part. Your software can run analyses against the data files directly without experiencing the long waits and logistics associated with copying the datasets over to your local hardware. You may also view the data using GBrowse, Dataset Search, or download the data via FTP, as well as download pre-release datasets.",['http://modencode.org/'],[],[None],TRUE,SCR_006206,"['http://www.ncbi.nlm.nih.gov/pubmed/19536255', '(modENCODE, RRID:SCR_006206)']","['nhgri model organism encyclopedia of dna elements', 'model organism encyclopedia of dna elements', 'national human genome research institute model organism encyclopedia of dna elements', 'modencode']",,,,,,,,,,,
745,comm,comm/PLoS_One/PMC7272100.nxml,7272100,324970810,10.1371/journal.pone.0234152,2020,HSQC- NMR titration experiments,15,"The generated NMR spectra were processed through the VNMRJ 2.3 program and additionally analyzed by Sparky 3.1 software [62] for the identification of significant variations in the peak intensities, any associated chemical perturbations, or shifts in the cross-peaks of the protein.",Sparky,3.1,SM13893,software,1718,,,,,,,,,,,,Sparky,Sparky,Github API,https://github.com/TheCherno/Sparky,Cross-Platform High Performance 2D/3D game engine for people like me who like to write code.,https://github.com/TheCherno/Sparky,Apache-2.0,TRUE,,,,,,,,,,,,,,,,,,,,,,Sparky,Sparky ,SciCrunch API,https://scicrunch.org/browse/resources/SCR_014228,"A graphical NMR assignment and integration program for proteins, nucleic acids, and other polymers. Sparky displays NMR spectra, the peaks of which users may pick, assign, and integrate using a graphical interface. Users can work with any number of 2, 3 or 4 dimensional spectra simultaneously. Spectra for input to Sparky can be produced with processing programs NMRPipe, Felix, VNMR, XWinNMR or UXNMR. Output consists of text peak lists showing assignments, chemical shifts, volumes, line widths, etc.",['https://www.cgl.ucsf.edu/home/sparky/'],[],[None],FALSE,SCR_014228,"[nan, '(Sparky , RRID:SCR_014228)']","['sparky ', 'sparky']",,,,,,,,,,,
746,comm,comm/J_Virol/PMC6288339.nxml,6288339,303053510,10.1128/JVI.01048-18,2018,Structure determination.,31,Heavy-atom sites and an initial trace model were generated with SHELXC/D/E using the HKL2map interface (58),SHELXC,,SM9870,software,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,10.1080/14649055.2000.10765638,2000,Organization and work,12," To facilitate this goal, several VIVA libraries are cooperating by hosting the ASCII versions of records for shared use and distribution; writing scripts for loading the records into various systems; or cleaning up name headings before the loading the records into individual, local, online catalogs",VIVA,,SM16940,software,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,comm,comm/Acta_Crystallogr_Sect_E_Struct_Rep_Online/PMC2983219.nxml,2983219,215876290,10.1107/S1600536810037840,2010,,31,"Data collection: SMART (Bruker, 2001 ?); cell refinement: SAINT (Bruker, 2001 ?); data reduction: SAINT; program(s) used to solve structure: SHELXS97 (Sheldrick, 2008 ?); program(s) used to refine structure: SHELXL97 (Sheldrick, 2008 ?); molecular graphics: ORTEP-3 (Farrugia, 1999 ?); software used to prepare material for publication: SHELXL97.",ORTEP-3,,SM12411,software,4919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,comm,comm/Toxins_(Basel)/PMC5705965.nxml,5705965,291093890,10.3390/toxins9110350,2017,3.2. Bioinformatics Analysis Tools,33,"All structural predictions obtained from Swiss-Model, and HHblits were compared for testing the quality of the results.",HHblits,,SM6740,software,2043,,,,,,,,,,,,HHblits,hh-suite,Github API,https://github.com/soedinglab/hh-suite,Remote protein homology detection suite.,https://github.com/soedinglab/hh-suite,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,comm,comm/Biomolecules/PMC7998163.nxml,7998163,338078520,10.3390/biom11030386,2021,3.1. Disorder Prediction in cl-Par-4,9,"Prediction of disorder in these domains was done by using DISOPRED3, which utilizes X-ray diffraction databases (Figure 1b) [27,28]",DISOPRED3,,SM12389,software,503,,,,,,,,,,,,DISOPRED3,disopred3_yeast,Github API,https://github.com/ekuechler/disopred3_yeast,,https://github.com/ekuechler/disopred3_yeast,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,10.1186/1752-0509-6-55,2012,Yeast GEM changes,15," To accommodate the more specific biochemistry included in the Yeast 5 GENRE, the Yeast 5 GEM includes 261 “isa” reactions, compared to 162 in Yeast 4",GENRE,,SM102081,software,451,,,,,,,,,,,,GENRE,GENRE,Github API,https://github.com/facebookresearch/GENRE,Autoregressive Entity Retrieval,https://github.com/facebookresearch/GENRE,NOASSERTION,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,,,,10.1021/acsomega.8b00898,2018,Discussion,8, The methodology for the UB_2K39 ensemble analysis uses CONCOORD,CONCOORD,,SM11271,software,311,,,,,,,,,,,,CONCOORD,concoord,Github API,https://github.com/rescrv/concoord,"ConCoord, a Python-based Paxos replicated state machine implementation",https://github.com/rescrv/concoord,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,,,,,10.1016/j.ebiom.2018.09.024,2018,Materials and methods,7, Image analysis and base calling were performed using RTA 1,RTA,,SM17706,software,2782,,,,,,,,,,,,RTA,RTA,Github API,https://github.com/endgameinc/RTA,,https://github.com/endgameinc/RTA,NOASSERTION,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,comm,comm/BMC_Bioinformatics/PMC3121649.nxml,3121649,216518100,10.1186/1471-2105-12-230,2011,Background,7,The automated tracing method NeuriteTracer and the computer-aided manual tracing method NeuronJ were used to evaluate the performance of NeurphologyJ,NeurphologyJ,,SM14445,software,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,,,,10.1097/RCT.0000000000001061,2020,fig_caption,4,"Various virtual platforms, for example, ezTalks, Skype, Microsoft Teams, Zoom, WebEx, Google Hangouts, and Facebook messenger, for research meetings and discussion",WebEx,,SM2204,software,1835,,,,,,,,,,,,WebEx,webextensions-examples,Github API,https://github.com/mdn/webextensions-examples,Example Firefox add-ons created using the WebExtensions API,https://github.com/mdn/webextensions-examples,MPL-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,comm,comm/AIMS_Public_Health/PMC6141556.nxml,6141556,302801120,10.3934/publichealth.2018.3.203,2018,Data processing,10,"After cleaning, data were entered into Epi Data 3.1 software and transferred to Stata 10.0 software for data analysis",Epi Data,3.1,SM4095,software,1968,,,,,,,,,,,,Epi Data,delphi-epidata,Github API,https://github.com/cmu-delphi/delphi-epidata,An open API for epidemiological data.,https://github.com/cmu-delphi/delphi-epidata,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,comm,comm/Front_Microbiol/PMC5296313.nxml,5296313,282287500,10.3389/fmicb.2017.00127,2017,Phylogenetic Analysis,9,"A maximum clade credibility (MCC) tree was chosen by TreeAnnotator (v1.8.1; Drummond et al., 2012) from the combined output of the three MCMC runs using the LogCombiner program after the removal of the initial trees (20–25%) as burn-in",TreeAnnotator,,SM38748,software,3141,,,,,,,,,,,,TreeAnnotator,treeannotator,Github API,https://github.com/Molecular-virology-lab/treeannotator,Python script for producing aa-substituion annotated trees,https://github.com/Molecular-virology-lab/treeannotator,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,comm,comm/Int_J_Mol_Sci/PMC7796380.nxml,7796380,333743920,10.3390/ijms22010121,2020,3.1. General Methods and Materials,27,"Flowing software (version 2.5.1, University of Turku, Finland) was used as a tool to perform flow cytometry data analysis.",Flowing,,SM3507,software,1506,,,,,,,,,,,,Flowing,FlowingDrawer,Github API,https://github.com/mxn21/FlowingDrawer,swipe display drawer with flowing & bouncing effects.,https://github.com/mxn21/FlowingDrawer,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,comm,comm/Genome_Announc/PMC4056288.nxml,4056288,249260450,10.1128/genomeA.00441-14,2014,GENOME ANNOUNCEMENT,1,"For each genome, de novo assembly was performed using SOAPdenovo (4), and then the gaps within scaffolds were closed with GapFiller (5)",GapFiller,,SM7029,software,1133,,,,,,,,,,,,GapFiller,GapFiller,Github API,https://github.com/RedbirdTaiwan/GapFiller,????????????????????????,https://github.com/RedbirdTaiwan/GapFiller,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,,,10.1038/s41598-017-01054-2,2017,Common SAVs affect function more than rare SAVs?,2," Secondly, for a subset of human SAVs that had been used to train PolyPhen-2 and was biased by a predominance of effect, SNAP2 still predicted much better than SIFT (Q2-SNAP2?=?58% vs",SNAP2,,SM16407,software,875,,,,,,,,,,,,SNAP2,SNAP2,Github API,https://github.com/Rostlab/SNAP2,SNP effect predictor,https://github.com/Rostlab/SNAP2,NOASSERTION,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,,,10.1371/journal.pone.0217632,2019,Discussion,0," Additionally, we found that signals detected by prospective SaTScan using multiple statistical thresholds (p<0",SaTScan,,SM3761,software,8336,,,,,,,,,,,,SaTScan,e2openplugin-Satscan,Github API,https://github.com/E2OpenPlugins/e2openplugin-Satscan,Alternative blind scan plugin for DVB-S (for VU+ only at the moment),https://github.com/E2OpenPlugins/e2openplugin-Satscan,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,,,,10.1038/s41598-017-17093-8,2017,Households,3, Map is generated with ArcGIS Desktop 10,ArcGIS Desktop,,SM3727,software,1479,,,,,,,,,,,,ArcGIS Desktop,arcgis-osm-editor,Github API,https://github.com/Esri/arcgis-osm-editor,ArcGIS Editor for OpenStreetMap is a toolset for GIS users to access and contribute to OpenStreetMap through their Desktop or Server environment.,https://github.com/Esri/arcgis-osm-editor,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,,,,10.1186/1752-0509-9-S1-S6,2015,Ligand voxelization,0,"MEGADOCK sets a suitable rPSC score, electrostatic interaction values, and desolvation free energy scores for the ligand voxel model during this process",MEGADOCK,,SM84546,software,533,,,,,,,,,,,,MEGADOCK,MEGADOCK,Github API,https://github.com/akiyamalab/MEGADOCK,An ultra-high-performance protein-protein docking for heterogeneous supercomputers,https://github.com/akiyamalab/MEGADOCK,Apache-2.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,,,,,10.1016/j.heliyon.2021.e07211,2021,Discussion,3," From left to right, Precision, Specificity, Sensitivity, and F1 Score indicates the enhancements achieved by the Progressive Resizing technique on EfficientNet-B3 model at (b)",EfficientNet,,SM24721,software,1413,,,,,,,,,,,,EfficientNet,EfficientNet,Github API,https://github.com/mnikitin/EfficientNet,Gluon implementation of EfficientNet and EfficientNet-lite,https://github.com/mnikitin/EfficientNet,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,,,,10.1038/s41587-021-00861-3,2021,Methods,2," By default, reads are filtered if they: (1) have malformed CIGAR strings, (2) are unmapped, (3) have mapping quality below 20, (4) are marked as quality control fails, (5) are identified as being duplicates by Octopus, (6) are marked as duplicates, (7) are secondary or supplementary alignments and/or (8) have fewer than 20 bases with a base quality of 20 or greater",Octopus,,SM48563,software,3328,,,,,,,,,,,,Octopus,Octopus,Github API,https://github.com/mhaskar/Octopus,Open source pre-operation C2 server based on python and powershell,https://github.com/mhaskar/Octopus,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,comm,comm/PLoS_One/PMC4028231.nxml,4028231,248463070,10.1371/journal.pone.0097725,2014,Hybrid Method: RNABindRPlus,60,We refer to this hybrid model as RNABindRPlus.,RNABindRPlus,,SM89607,software,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,,,,10.1007/s11011-021-00674-y,2021,Results,217,Active site prediction – COACH Server,COACH,,SM1189,software,3583,,,,,,,,,,,,COACH,coach,Github API,https://github.com/IntelLabs/coach,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning algorithms,https://github.com/IntelLabs/coach,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,,,,10.1038/srep39130,2016,Genome annotation and comparative genomic analysis,0,The software tRNAscan-SE v1,tRNAscan,,SM7287,software,1760,,,,,,,,,,,,tRNAscan,tRNAscan-SE,Github API,https://github.com/UCSC-LoweLab/tRNAscan-SE,A program for detection of tRNA genes,https://github.com/UCSC-LoweLab/tRNAscan-SE,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,,,10.1186/s12859-019-3114-9,2019,Results,179," LINKS selects k-mer pairs from the long reads to link the contigs, which avoids long read alignment",LINKS,,SM40282,software,452,,,,,,,,,,,,LINKS,react-redux-links,Github API,https://github.com/markerikson/react-redux-links,"Curated tutorial and resource links I've collected on React, Redux, ES6, and more",https://github.com/markerikson/react-redux-links,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,comm,comm/BMC_Bioinformatics/PMC5424297.nxml,5424297,284869520,10.1186/s12859-017-1666-0,2017,paper_abstract,0,Conclusions LASSIE adopts a novel fine-grained parallelization strategy to distribute on the GPU cores all the calculations required to solve the system of ODEs,LASSIE,,SM104346,software,416,,,,,,,,,,,,LASSIE,LASSIE,Github API,https://github.com/aresio/LASSIE,LASSIE is a black-box deterministic simulator of large-scale mass-action biochemical systems,https://github.com/aresio/LASSIE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,,,,10.1080/10543400701643848,2007,SIMULATION STUDY TO EVALUATE PERFORMANCE OF METHODS,25,", GADA)",GADA,,SM71297,software,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,comm,comm/PeerJ/PMC5292030.nxml,5292030,281681240,10.7717/peerj.2968,2017,Phylogenetic reconstruction,34,"A Monte Carlo permutation test with 1,000 permutations, as implemented in GenGIS (Parks et al., 2009), was used to test for the influence of the geography on the phylogeny",GenGIS,,SM40207,software,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,non_comm,non_comm/Biochemistry/PMC4007979.nxml,4007979,247353780,10.1021/bi4016692,2015,,1,"According to QGRS Mapper, runs of G residues (shaded) in three Sp1 binding sites (in bold) in the virus promoter are capable of forming a G-quadruplex",QGRS Mapper,,SM15482,software,432,,,,,,,,,,,,QGRS Mapper,qgrs,Github API,https://github.com/arpitkaushal/qgrs,An extension of the existing QGRS mapper for specific use case.,https://github.com/arpitkaushal/qgrs,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,,,,10.1007/s00520-015-3044-7,2015,Data collection,1, RESTORE was available to both groups after completion of T2 questionnaires,RESTORE,,SM17022,software,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,non_comm,non_comm/J_Hum_Hypertens/PMC5889722.nxml,5889722,294638330,10.1038/s41371-018-0041-6,2018,Statistical analysis,12,"To validate our results from the mixed-effect models, we also used the R packages “kinship2” and “GWAF” to account for the genetic kinships among individuals (http://www.r-project.org)",R packages,,SM27373,software,1224,,,,,,,,,,,,R packages,awesome-R,Github API,https://github.com/qinwf/awesome-R,"A curated list of awesome R packages, frameworks and software.",https://github.com/qinwf/awesome-R,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,comm,comm/Acta_Crystallogr_Sect_E_Struct_Rep_Online/PMC2983318.nxml,2983318,215875270,10.1107/S1600536810035592,2010,,34,"Data collection: APEX2 (Bruker, 2004 ?); cell refinement: APEX2 and SAINT (Bruker, 2004 ?); data reduction: SAINT and XPREP (Bruker, 2004 ?); program(s) used to solve structure: SHELXS97 (Sheldrick, 2008 ?); program(s) used to refine structure: SHELXL97 (Sheldrick, 2008 ?); molecular graphics: ORTEP-3 for Windows (Farrugia, 1997 ?); software used to prepare material for publication: PLATON (Spek, 2009 ?).",XPREP,,SM2178,software,751,,,,,,,,,,,,XPREP,MvcSolution-XPrepay,Github API,https://github.com/heweigeng1/MvcSolution-XPrepay,XPrepay,https://github.com/heweigeng1/MvcSolution-XPrepay,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
